batch,charge_t,compound,form,mass_t,n,pos_t,scalar,solver,time,time_t,tpb,vel_t,steptime,fps,pups,ops
8192,float32,True,split,float32,9,float32,True,NumpySolver,0.4488089369988302,float32,1,float32,5.478624719224001e-05,18252.75596065359,164274.80364588232,1478473.2328129408
8192,float32,True,split,float32,16,float32,True,NumpySolver,0.46207171800051583,float32,1,float32,5.640523901373484e-05,17728.849615485135,283661.59384776215,4538585.501564194
8192,float32,True,split,float32,36,float32,True,NumpySolver,0.5539215719982167,float32,1,float32,6.761737939431356e-05,14789.097255137003,532407.5011849321,19166670.042657554
4608,float32,True,split,float32,64,float32,True,NumpySolver,0.41048014300031355,float32,1,float32,8.907989214416527e-05,11225.87798357028,718456.190948498,45981196.22070387
911,float32,True,split,float32,144,float32,True,NumpySolver,0.1884070910018636,float32,1,float32,0.00020681349176933435,4835.27448545442,696279.5259054365,100264251.73038286
288,float32,True,split,float32,256,float32,True,NumpySolver,0.1569450599999982,float32,1,float32,0.0005449481249999937,1835.0370505449698,469769.4849395123,120260988.14451514
57,float32,True,split,float32,576,float32,True,NumpySolver,0.27192528799787397,float32,1,float32,0.004770619087681999,209.61640022404114,120739.0465290477,69545690.80073148
18,float32,True,split,float32,1024,float32,True,NumpySolver,0.36265166100201895,float32,1,float32,0.020147314500112163,49.63440661009351,50825.63236873575,52045447.54558541
4,float32,True,split,float32,2304,float32,True,NumpySolver,0.47037506199922063,float32,1,float32,0.11759376549980516,8.503852187654088,19592.87544035502,45141985.01457796
2,float32,True,split,float32,4096,float32,True,NumpySolver,0.8259896339986881,float32,1,float32,0.41299481699934404,2.4213378929682507,9917.800009597955,40623308.839313224
8192,float32,False,split,float32,4,float32,True,NumpySolver,0.44034676600131206,float32,1,float32,5.375326733414454e-05,18603.520299217074,74414.0811968683,297656.3247874732
8192,float32,False,split,float32,9,float32,True,NumpySolver,0.43362077299752855,float32,1,float32,5.293222326629987e-05,18892.083844070567,170028.7545966351,1530258.7913697157
8192,float32,False,split,float32,16,float32,True,NumpySolver,0.4548126039990166,float32,1,float32,5.55191166990987e-05,18011.813938247218,288189.0230119555,4611024.368191288
8192,float32,False,split,float32,36,float32,True,NumpySolver,0.5515849829971557,float32,1,float32,6.733215124476999e-05,14851.745882360692,534662.8517649849,19247862.663539454
4608,float32,False,split,float32,64,float32,True,NumpySolver,0.4009346100028779,float32,1,float32,8.700837890687454e-05,11493.14597701337,735561.3425288557,47075925.92184676
911,float32,False,split,float32,144,float32,True,NumpySolver,0.18817544099874794,float32,1,float32,0.00020655921075603506,4841.226863425081,697136.6683332117,100387680.23998249
288,float32,False,split,float32,256,float32,True,NumpySolver,0.15731644600236905,float32,1,float32,0.0005462376597304481,1830.7049728015274,468660.473037191,119977081.0975209
57,float32,False,split,float32,576,float32,True,NumpySolver,0.271723331999965,float32,1,float32,0.004767075999999386,209.77219578629095,120828.78477290359,69597380.02919246
18,float32,False,split,float32,1024,float32,True,NumpySolver,0.35959074499987764,float32,1,float32,0.019977263611104315,50.056905663704235,51258.27139963314,52488469.91322433
4,float32,False,split,float32,2304,float32,True,NumpySolver,0.4750632060022326,float32,1,float32,0.11876580150055815,8.419932231041276,19399.5238603191,44696502.97417521
2,float32,False,split,float32,4096,float32,True,NumpySolver,0.8284975910028152,float32,1,float32,0.4142487955014076,2.414008226118311,9887.777694180602,40500337.43536375
8192,float32,True,split,float32,4,float32,False,NumpySolver,0.49314892000256805,float32,1,float32,6.019884277375098e-05,16611.615006593427,66446.46002637371,265785.84010549483
8192,float32,True,split,float32,9,float32,False,NumpySolver,0.50929747400005,float32,1,float32,6.217010180664673e-05,16084.902082194887,144764.118739754,1302877.068657786
8192,float32,True,split,float32,16,float32,False,NumpySolver,0.5209877280030923,float32,1,float32,6.359713476600248e-05,15723.978818847296,251583.66110155673,4025338.5776249077
8192,float32,True,split,float32,36,float32,False,NumpySolver,0.6315068879994215,float32,1,float32,7.708824316399188e-05,12972.14671078537,466997.2815882733,16811902.13717784
4608,float32,True,split,float32,64,float32,False,NumpySolver,0.48011925899845664,float32,1,float32,0.00010419254752570673,9597.615412496529,614247.3863997778,39311832.72958578
911,float32,True,split,float32,144,float32,False,NumpySolver,0.23544553900137544,float32,1,float32,0.00025844735345924855,3869.259973512083,557173.4361857399,80232974.81074655
288,float32,True,split,float32,256,float32,False,NumpySolver,0.1963566490012454,float32,1,float32,0.0006817939201432131,1466.7188580824343,375480.0276691032,96122887.08329041
57,float32,True,split,float32,576,float32,False,NumpySolver,0.3129753260000143,float32,1,float32,0.005490795192982708,182.12298307502166,104902.83825121248,60424034.83269839
18,float32,True,split,float32,1024,float32,False,NumpySolver,0.4257125330004783,float32,1,float32,0.023650696277804348,42.28205327462083,43296.82255321173,44335946.29448881
4,float32,True,split,float32,2304,float32,False,NumpySolver,0.5543275449999783,float32,1,float32,0.13858188624999457,7.215950273588076,16625.549430346928,38305265.88751932
2,float32,True,split,float32,4096,float32,False,NumpySolver,0.9397078639995016,float32,1,float32,0.4698539319997508,2.128321020415618,8717.602899622372,35707301.47685324
8192,float32,False,split,float32,4,float32,False,NumpySolver,0.48189508900031797,float32,1,float32,5.882508410648413e-05,16999.550705100868,67998.20282040347,271992.8112816139
8192,float32,False,split,float32,9,float32,False,NumpySolver,0.4850960069998109,float32,1,float32,5.921582116696911e-05,16887.378749343516,151986.40874409163,1367877.6786968247
8192,float32,False,split,float32,16,float32,False,NumpySolver,0.5056780630002322,float32,1,float32,6.172827917483303e-05,16200.030413413915,259200.48661462264,4147207.7858339623
8192,float32,False,split,float32,36,float32,False,NumpySolver,0.6275421229984204,float32,1,float32,7.660426306133061e-05,13054.103780090983,469947.7360832754,16918118.498997916
4608,float32,False,split,float32,64,float32,False,NumpySolver,0.4768588840015582,float32,1,float32,0.0001034850008683937,9663.236136720361,618447.1127501031,39580615.2160066
911,float32,False,split,float32,144,float32,False,NumpySolver,0.23436915400088765,float32,1,float32,0.00025726581119746175,3887.030287255932,559732.3613648542,80601460.036539
288,float32,False,split,float32,256,float32,False,NumpySolver,0.19457175000206917,float32,1,float32,0.0006755963541738513,1480.1737662170242,378924.4841515582,97004667.9427989
57,float32,False,split,float32,576,float32,False,NumpySolver,0.3100235640013125,float32,1,float32,0.0054390098947598685,183.85699223739874,105901.62752874168,60999337.45655521
18,float32,False,split,float32,1024,float32,False,NumpySolver,0.4339700209966395,float32,1,float32,0.024109445610924415,41.477519480866135,42472.97994840692,43492331.46716869
